Date,Open,High,Low,Close,Adj Close,Volume
2012-10-31,317.049988,317.950012,315.024994,317.100006,295.753510,3746484
2012-11-01,316.375000,317.850006,313.750000,314.299988,293.141998,3529230
2012-11-02,319.000000,319.000000,314.000000,315.149994,293.934753,2716386
2012-11-05,316.000000,318.000000,315.375000,317.500000,296.126587,2011064
2012-11-06,316.975006,320.600006,316.975006,319.774994,298.248474,3639042
2012-11-07,319.875000,322.500000,318.450012,320.024994,298.481628,4100330
2012-11-08,318.250000,320.500000,317.750000,319.500000,297.991974,1933900
2012-11-09,319.125000,321.500000,317.500000,319.674988,298.155151,2210388
2012-11-11,null,null,null,null,null,null
2012-11-12,318.625000,326.899994,318.625000,325.649994,303.727966,4828728
2012-11-15,323.500000,323.700012,319.500000,323.125000,301.372955,4721170
2012-11-16,321.500000,324.299988,320.075012,321.125000,299.507568,6051412
2012-11-19,319.875000,323.950012,319.725006,323.375000,301.606079,2893974
2012-11-20,324.549988,327.950012,324.125000,326.924988,304.917053,4676694
2012-11-21,327.575012,332.750000,324.850006,331.850006,309.510620,6464892
2012-11-22,333.399994,335.575012,332.000000,334.549988,312.028870,4220482
2012-11-23,334.750000,336.299988,329.524994,334.875000,312.332001,2624856
2012-11-26,336.500000,336.850006,330.049988,330.950012,308.671204,2740768
2012-11-27,332.450012,341.899994,332.450012,340.250000,317.345154,8251336
2012-11-29,338.750000,351.875000,337.700012,349.924988,326.368774,12599726
2012-11-30,350.500000,352.750000,344.799988,351.975006,328.280853,7819646
2012-12-03,350.000000,350.575012,342.000000,343.475006,320.353027,5818170
2012-12-04,342.049988,345.000000,340.524994,342.575012,319.513611,4339744
2012-12-05,344.500000,347.500000,343.500000,346.299988,322.987854,4609930
2012-12-06,347.899994,349.250000,340.399994,347.375000,323.990540,5452276
2012-12-07,347.625000,349.000000,344.000000,346.549988,323.221008,3968316
2012-12-10,345.000000,348.250000,344.825012,346.500000,323.174347,4162052
2012-12-11,347.625000,349.500000,343.149994,345.424988,322.171783,6750276
2012-12-12,345.625000,348.000000,344.250000,346.924988,323.570770,3868252
2012-12-13,346.924988,348.000000,344.500000,345.524994,322.265045,3141616
2012-12-14,345.024994,347.200012,342.674988,344.375000,321.192383,4186946
2012-12-17,343.950012,343.950012,336.799988,338.250000,315.479736,6115106
2012-12-18,338.975006,341.100006,334.875000,337.975006,315.223297,6687536
2012-12-19,337.274994,344.625000,337.250000,344.000000,320.842682,8244506
2012-12-20,343.000000,343.500000,340.125000,341.700012,318.697510,5130374
2012-12-21,340.500000,341.000000,337.024994,338.000000,315.246613,5543122
2012-12-24,340.000000,340.075012,335.899994,338.049988,315.293182,2741126
2012-12-26,339.049988,342.424988,336.549988,340.149994,317.251862,2861608
2012-12-27,342.000000,342.000000,338.350006,340.049988,317.158600,4929084
2012-12-28,340.549988,341.500000,337.075012,338.825012,316.016144,3512132
2012-12-31,338.500000,340.000000,337.000000,339.299988,316.459045,2553644
2013-01-01,341.049988,342.549988,339.825012,342.250000,319.210510,2014606
2013-01-02,344.950012,345.000000,341.524994,343.674988,320.539581,4854798
2013-01-03,345.000000,345.000000,340.200012,341.674988,318.674225,4571366
2013-01-04,342.500000,342.500000,336.399994,339.674988,316.808838,5442254
2013-01-07,341.850006,341.850006,333.000000,334.100006,311.609131,5502284
2013-01-08,334.000000,336.700012,332.850006,335.125000,312.565063,4942598
2013-01-09,336.000000,336.274994,333.024994,333.750000,311.282745,6435982
2013-01-10,334.750000,339.000000,333.250000,337.899994,315.153290,4565184
2013-01-11,338.450012,338.450012,333.350006,334.649994,312.122070,5141714
2013-01-14,334.075012,335.250000,333.549988,334.649994,312.122070,5694874
2013-01-15,335.399994,337.725006,332.500000,334.149994,311.655792,4131688
2013-01-16,332.774994,334.600006,328.799988,330.250000,308.018280,4575378
2013-01-17,328.850006,335.424988,327.024994,333.399994,310.956268,6422072
2013-01-18,335.000000,337.000000,327.649994,331.424988,309.114166,10112346
2013-01-21,330.000000,331.700012,327.375000,329.274994,307.108948,5427360
2013-01-22,329.250000,330.500000,323.774994,326.875000,304.870514,4243064
2013-01-23,328.500000,331.500000,327.174988,328.299988,306.199585,3539870
2013-01-24,327.799988,331.375000,327.625000,330.149994,307.925018,3073980
2013-01-25,330.149994,333.500000,327.774994,332.524994,310.140137,2794866
2013-01-28,332.625000,336.000000,332.225006,335.174988,312.611725,3684010
2013-01-29,335.375000,335.450012,325.000000,326.225006,304.264221,5980874
2013-01-30,326.500000,329.200012,322.000000,328.325012,306.222900,5019816
2013-01-31,328.299988,328.950012,320.049988,321.524994,299.880646,6944192
2013-02-01,322.399994,322.424988,318.100006,320.075012,298.528259,5242072
2013-02-04,320.575012,324.750000,320.000000,323.450012,301.676056,5237900
2013-02-05,318.174988,323.600006,318.174988,322.075012,300.393646,3730010
2013-02-06,323.299988,323.450012,318.600006,319.750000,298.225098,4936794
2013-02-07,318.149994,321.500000,317.274994,320.750000,299.157806,4541418
2013-02-08,320.250000,326.700012,320.250000,325.024994,303.145050,9413328
2013-02-11,325.000000,329.975006,325.000000,328.475006,306.362823,7583530
2013-02-12,327.825012,333.500000,327.825012,332.600006,310.210114,7916418
2013-02-13,331.649994,333.700012,329.750000,332.100006,309.743744,7254416
2013-02-14,332.000000,339.200012,331.000000,337.399994,314.686951,8842076
2013-02-15,335.850006,340.399994,334.100006,338.375000,315.596375,6244390
2013-02-18,339.000000,340.450012,337.000000,338.000000,315.246613,4734582
2013-02-19,337.250000,338.700012,335.774994,337.399994,314.686951,1187406
2013-02-20,338.750000,340.399994,337.450012,338.475006,315.689636,3430842
2013-02-21,337.500000,338.725006,332.024994,333.125000,310.699829,5435936
2013-02-22,331.100006,333.200012,328.774994,329.649994,307.458710,3854192
2013-02-25,331.625000,332.600006,327.049988,328.225006,306.129608,3776472
2013-02-26,327.399994,331.500000,322.700012,325.625000,303.704620,5871320
2013-02-27,326.149994,327.000000,320.450012,321.375000,299.740784,6435668
2013-02-28,323.475006,327.475006,309.674988,312.674988,291.626404,13943502
2013-03-01,312.500000,314.799988,308.149994,311.250000,290.297333,8610364
2013-03-04,310.174988,315.149994,309.000000,313.825012,292.698975,5984900
2013-03-05,315.450012,317.350006,311.575012,316.475006,295.170593,5278790
2013-03-06,317.475006,318.575012,314.500000,315.250000,294.028076,5466658
2013-03-07,314.174988,321.475006,313.575012,320.899994,299.297729,2975492
2013-03-08,322.100006,330.000000,321.700012,328.649994,306.526001,5298430
2013-03-11,328.649994,329.850006,325.125000,327.625000,305.569977,4252292
2013-03-12,326.500000,327.850006,320.049988,322.000000,300.323669,3447862
2013-03-13,320.524994,322.950012,316.100006,317.450012,296.079956,3956686
2013-03-14,317.450012,326.750000,307.674988,324.625000,302.771942,15957218
2013-03-15,322.500000,324.950012,316.899994,319.700012,298.178436,7719804
2013-03-18,316.500000,327.000000,315.000000,321.649994,299.997192,8780962
2013-03-19,321.500000,321.899994,312.000000,315.774994,294.517731,10014230
2013-03-20,316.000000,316.725006,310.500000,312.750000,291.696381,5668218
2013-03-21,311.325012,314.399994,301.875000,303.500000,283.069031,7226294
2013-03-22,304.500000,307.299988,301.299988,302.625000,282.252960,14762950
2013-03-25,305.500000,306.674988,303.774994,304.700012,284.188324,13599488
2013-03-26,303.000000,308.750000,301.274994,307.250000,286.566620,6637202
2013-03-28,308.250000,315.575012,303.475006,312.674988,291.626404,9748046
2013-04-01,312.325012,314.500000,310.500000,311.924988,290.926910,3354386
2013-04-02,312.500000,317.149994,308.950012,314.950012,293.748291,3428710
2013-04-03,314.000000,315.825012,309.750000,311.825012,290.833679,3351808
2013-04-04,309.399994,311.700012,306.725006,308.075012,287.336121,4090992
2013-04-05,307.475006,313.200012,306.700012,310.475006,289.574554,6479960
2013-04-08,309.475006,314.475006,308.875000,312.225006,291.206726,4326064
2013-04-09,314.049988,314.049988,308.700012,310.299988,289.411255,7380204
2013-04-10,313.399994,316.825012,309.475006,316.000000,294.727570,7572252
2013-04-11,316.250000,321.000000,315.950012,319.625000,298.108582,12533034
2013-04-12,318.049988,322.924988,318.049988,321.850006,300.183777,7603040
2013-04-15,321.049988,321.725006,317.500000,320.774994,299.181152,7961884
2013-04-16,321.500000,332.924988,321.174988,331.674988,309.347382,6870156
2013-04-17,332.500000,335.924988,328.399994,330.049988,307.831787,7478474
2013-04-18,327.000000,337.700012,327.000000,336.799988,314.127380,4611892
2013-04-22,337.350006,351.000000,337.350006,349.149994,325.645966,9930076
2013-04-23,349.399994,350.000000,339.399994,344.500000,321.309052,11931780
2013-04-25,346.174988,347.500000,340.024994,344.774994,321.565491,12947562
2013-04-26,343.825012,346.125000,341.500000,344.549988,321.355621,4284372
2013-04-29,344.125000,348.424988,343.250000,347.575012,324.177063,5837716
2013-04-30,347.000000,347.975006,338.399994,341.149994,318.184509,6276136
2013-05-02,342.200012,347.000000,341.149994,346.250000,322.941193,6151634
2013-05-03,346.299988,347.000000,339.325012,340.475006,317.554962,6143292
2013-05-06,339.500000,339.649994,334.975006,337.750000,315.013397,3836730
2013-05-07,338.149994,344.950012,336.250000,344.024994,320.865997,5549232
2013-05-08,344.500000,349.750000,343.250000,348.575012,325.109741,4326978
2013-05-09,349.524994,349.750000,344.100006,345.024994,321.798615,2261680
2013-05-10,344.350006,352.450012,344.325012,351.674988,328.001007,6956628
2013-05-13,352.500000,355.725006,345.399994,346.375000,323.057770,4796986
2013-05-14,345.024994,347.450012,342.549988,344.524994,321.332367,3326838
2013-05-15,346.750000,358.000000,345.674988,357.424988,333.363861,7086740
2013-05-16,356.000000,362.000000,355.500000,361.399994,337.071320,5830308
2013-05-17,361.250000,361.250000,354.600006,359.450012,335.252625,6409926
2013-05-20,359.750000,362.000000,356.075012,357.250000,333.200775,2920804
2013-05-21,357.000000,359.000000,352.524994,353.899994,330.076233,4603250
2013-05-22,353.750000,356.000000,349.000000,351.725006,328.047638,2706056
2013-05-23,349.500000,353.225006,347.149994,349.299988,325.785889,3952624
2013-05-24,352.875000,352.875000,347.149994,350.674988,327.068298,4132120
2013-05-27,349.299988,358.500000,349.299988,357.524994,333.457245,4497604
2013-05-28,357.125000,360.399994,353.399994,356.649994,332.641144,3353958
2013-05-29,355.024994,359.225006,351.924988,357.975006,333.876923,2466746
2013-05-30,355.049988,363.649994,355.049988,362.575012,338.167236,7678728
2013-05-31,358.625000,360.350006,348.850006,350.250000,326.671906,6166448
2013-06-03,349.000000,350.700012,343.274994,344.575012,321.378967,3945062
2013-06-04,343.649994,346.899994,340.500000,341.524994,318.534271,2808162
2013-06-05,341.000000,347.200012,339.250000,343.975006,320.819397,3781838
2013-06-06,341.750000,344.700012,339.000000,341.100006,318.137909,3558206
2013-06-07,340.875000,346.700012,336.600006,338.075012,315.316559,4778112
2013-06-10,340.524994,343.500000,335.750000,338.174988,315.409821,3184006
2013-06-11,336.725006,340.450012,331.100006,332.450012,310.070190,5910430
2013-06-12,331.000000,336.700012,329.225006,331.975006,309.627167,4907826
2013-06-13,328.799988,330.500000,326.674988,327.549988,308.051849,3574868
2013-06-14,331.000000,334.225006,329.649994,332.524994,312.730743,7482606
2013-06-17,332.799988,334.600006,328.674988,333.674988,313.812256,6535454
2013-06-18,334.000000,334.000000,327.500000,328.725006,309.156921,6223284
2013-06-19,328.049988,333.299988,326.424988,332.600006,312.801270,4823478
2013-06-20,329.424988,329.424988,317.299988,318.299988,299.352509,7569022
2013-06-21,318.399994,321.274994,315.049988,317.625000,298.717682,8949922
2013-06-24,315.899994,316.924988,311.875000,312.674988,294.062347,5384026
2013-06-25,313.000000,323.200012,311.200012,317.000000,298.129913,9343216
2013-06-26,315.750000,318.825012,310.000000,311.424988,292.886719,5238010
2013-06-27,317.000000,326.350006,311.174988,323.250000,304.007843,13501780
2013-06-28,324.750000,336.600006,324.549988,334.750000,314.823273,10541340
2013-07-01,334.500000,337.000000,332.325012,334.375000,314.470612,4919342
2013-07-02,334.350006,334.375000,327.149994,328.274994,308.733765,4591576
2013-07-03,327.000000,327.350006,321.799988,325.325012,305.959320,6693130
2013-07-04,326.899994,328.725006,322.850006,327.575012,308.075348,4795530
2013-07-05,330.049988,336.375000,329.250000,333.875000,314.000366,4771748
2013-07-08,332.000000,333.725006,326.375000,330.225006,310.567627,3584648
2013-07-09,331.100006,336.875000,331.100006,335.149994,315.199493,3520096
2013-07-10,335.125000,335.950012,328.075012,329.649994,310.026886,3569290
2013-07-11,333.500000,343.350006,333.024994,341.625000,321.289001,5299784
2013-07-12,343.500000,348.850006,340.899994,347.875000,327.166992,7817426
2013-07-15,345.500000,349.024994,342.000000,347.725006,327.025940,4255944
2013-07-16,339.500000,342.250000,334.975006,339.350006,319.149414,5823692
2013-07-17,338.899994,340.399994,323.950012,331.450012,311.719666,11316994
2013-07-18,334.950012,344.250000,328.475006,342.049988,321.688721,6831940
2013-07-19,344.024994,345.975006,336.575012,340.000000,319.760803,6229210
2013-07-22,338.000000,343.500000,338.000000,341.024994,320.724762,3230216
